case_id,dyad,month,split,total_event_count,conflict_count,military_count,threat_count,cooperation_count,diplomatic_count,avg_tone,avg_goldstein,cinc_ratio,diplomatic_score,trade_dependence,news_sentiment,recent_conflicts,us_gdp_current_usd,target_gdp_current_usd,us_military_expenditure_usd,target_military_expenditure_usd,us_trade_percent_gdp,target_trade_percent_gdp,fatalities_sum,us_actor_events,model_probability,label,future_6m_escalation_score,label_threshold
ACLED_CASE_00017,US-China,2017-06,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,0.0,296.99
ACLED_CASE_00018,US-China,2017-07,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,29.979999999999997,296.99
ACLED_CASE_00019,US-China,2017-08,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,52.28,296.99
ACLED_CASE_00020,US-China,2017-09,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,111.16,296.99
ACLED_CASE_00021,US-China,2017-10,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,182.92000000000002,296.99
ACLED_CASE_00022,US-China,2017-11,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,237.86,296.99
ACLED_CASE_00023,US-China,2017-12,train,0,0,0,0,0,0,0.0,0.0,1.0662383301752512,0.0,0.32131936751790297,0.0,0.0,19477336549000.0,12537559062282.9,646752927000.0,0.0,27.3130208877206,36.95085261586,0.0,0,0.2795513626493453,0,289.72,296.99
ACLED_CASE_00024,US-China,2018-01,train,27,20,1,7,0,0,-3.333333333333333,-1.9466666666666665,1.0651813132102894,-0.9523809523809523,0.322523818317838,-0.26980540457723357,0.0,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,4.0,0,0.6815079530907665,0,295.34,296.99
ACLED_CASE_00025,US-China,2018-02,train,22,16,0,6,0,3,0.0,-0.16,1.0651813132102894,-0.62,0.322523818317838,-0.006399453922584926,0.00437186910415718,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,0.0,0,0.5616642882374633,1,385.72,296.99
ACLED_CASE_00026,US-China,2018-03,train,58,36,0,22,0,12,-2.307692307692308,-1.5938461538461541,1.0651813132102894,-0.44081632653061226,0.322523818317838,-0.1992743141605866,0.007506643379390761,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,4.0,0,0.9095647690178397,1,402.48,296.99
ACLED_CASE_00027,US-China,2018-04,train,66,27,0,39,0,7,-2.8205128205128203,-1.7402564102564102,1.0651813132102894,-0.5314285714285715,0.322523818317838,-0.23379746663728,0.015613818229132782,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,3.0,0,0.9671575049672463,1,391.53999999999996,296.99
ACLED_CASE_00028,US-China,2018-05,train,50,24,0,26,0,1,-5.333333333333333,-2.9466666666666663,1.0651813132102894,-0.8769230769230769,0.322523818317838,-0.4073247230207807,0.02425718189168843,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,2.0,0,0.918494863812256,1,386.6,296.99
ACLED_CASE_00029,US-China,2018-06,train,48,23,0,25,0,4,-6.666666666666666,-3.623333333333333,1.0651813132102894,-0.65,0.322523818317838,-0.48857682315349993,0.030150821407980546,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,3.0,0,0.9026048852022046,1,388.46,296.99
ACLED_CASE_00030,US-China,2018-07,train,33,11,0,22,0,6,-1.1111111111111112,-0.6655555555555556,1.0651813132102894,-0.21111111111111114,0.322523818317838,-0.09297664909126671,0.03539132131936764,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,0.0,0,0.7740420277160819,1,390.1,296.99
ACLED_CASE_00031,US-China,2018-08,train,100,22,1,78,0,15,2.0,0.7000000000000001,1.0651813132102894,-0.10526315789473684,0.322523818317838,0.146379548261514,0.038404956128108854,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,4.0,0,0.9975605680157822,1,312.74,296.99
ACLED_CASE_00032,US-China,2018-09,train,68,21,0,47,0,6,-3.333333333333333,-1.9166666666666665,1.0651813132102894,-0.4928571428571429,0.322523818317838,-0.2686490906550986,0.04952507969553054,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,2.0,0,0.9777973088657318,1,298.64,296.99
ACLED_CASE_00033,US-China,2018-10,train,56,8,0,48,0,16,-0.7692307692307693,-0.48461538461538467,1.0651813132102894,0.44799999999999995,0.322523818317838,-0.06543248244492426,0.05606780182279499,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,1.0,0,0.9462856682789147,1,305.14,296.99
ACLED_CASE_00034,US-China,2018-11,train,45,11,0,34,0,6,-1.4285714285714284,-0.8242857142857142,1.0651813132102894,-0.21111111111111114,0.322523818317838,-0.11803287277026484,0.06084796809882628,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,0.0,0,0.9016204654704654,1,325.05999999999995,296.99
ACLED_CASE_00035,US-China,2018-12,train,48,16,1,32,0,8,-3.9393939393939394,-2.34969696969697,1.0651813132102894,-0.256,0.322523818317838,-0.3171463499212227,0.06412818201250964,20533057312000.0,14147765772963.8,682491400000.0,0.0,27.6103792720958,36.8943843914718,11.0,0,0.9150903754056186,1,331.93999999999994,296.99
ACLED_CASE_00036,US-China,2019-01,train,34,12,0,22,0,4,-4.0,-2.16,1.067718965556217,-0.4235294117647059,0.30826589883965544,-0.31305029631320763,0.06765987899290872,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,2.0,0,0.8051832373764657,1,359.64,296.99
ACLED_CASE_00037,US-China,2019-02,train,33,20,0,13,0,1,0.47619047619047616,0.01809523809523807,1.067718965556217,-0.8545454545454546,0.30826589883965544,0.029273660935459682,0.0694181918565498,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,1.0,0,0.7511322805481071,1,383.13999999999993,296.99
ACLED_CASE_00038,US-China,2019-03,train,55,21,1,34,0,6,-0.625,-0.5625,1.067718965556217,-0.4928571428571429,0.30826589883965544,-0.059927547575217135,0.07098123944954443,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,2.0,0,0.9420268990285615,1,393.21999999999997,296.99
ACLED_CASE_00039,US-China,2019-04,train,60,11,0,49,1,7,2.0,0.87,1.067718965556217,-0.07999999999999999,0.30826589883965544,0.15313765674753238,0.07476616805873197,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,1.0,0,0.9639953318671938,1,412.44,296.99
ACLED_CASE_00040,US-China,2019-05,train,64,15,0,49,0,13,0.3448275862068966,0.0024137931034482925,1.067718965556217,0.020689655172413782,0.30826589883965544,0.02077801037489679,0.07875219569318848,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,1.0,0,0.967179093649967,1,448.34,296.99
ACLED_CASE_00041,US-China,2019-06,train,54,12,0,42,0,6,-1.8181818181818183,-1.0290909090909093,1.067718965556217,-0.2526315789473685,0.30826589883965544,-0.14892342891527166,0.08292460779008934,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,0.0,0,0.9492453485452095,1,450.24,296.99
ACLED_CASE_00042,US-China,2019-07,train,60,22,0,38,0,9,-0.8571428571428572,-0.6885714285714286,1.067718965556217,-0.35000000000000003,0.30826589883965544,-0.07880240277484295,0.08596893965445133,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,2.0,0,0.9527214021451635,1,427.4,296.99
ACLED_CASE_00043,US-China,2019-08,train,53,15,0,38,0,6,-1.7241379310344829,-1.0320689655172415,1.067718965556217,-0.35454545454545455,0.30826589883965544,-0.14357207093886093,0.0894163427656732,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,1.0,0,0.940580255397865,1,405.78,296.99
ACLED_CASE_00044,US-China,2019-09,train,65,20,0,45,0,8,0.23255813953488372,-0.10372093023255816,1.067718965556217,-0.3586206896551724,0.30826589883965544,0.009802284976412497,0.09208604160136266,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,1.0,0,0.969979533502597,1,373.68,296.99
ACLED_CASE_00045,US-China,2019-10,train,77,22,1,55,0,10,-1.6279069767441863,-1.0739534883720931,1.067718965556217,-0.30303030303030304,0.30826589883965544,-0.13961439221121089,0.09567800837074145,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,2.0,0,0.9882868882568657,1,390.64,296.99
ACLED_CASE_00046,US-China,2019-11,train,94,17,0,77,0,12,-0.24390243902439024,-0.3119512195121952,1.067718965556217,-0.08666666666666671,0.30826589883965544,-0.027105247902764775,0.1002169528728577,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,1.0,0,0.9969217595117437,1,370.11999999999995,296.99
ACLED_CASE_00047,US-China,2019-12,train,55,10,0,45,0,5,0.0,-0.1,1.067718965556217,-0.25,0.30826589883965544,-0.003999866671999784,0.10589158639438456,21380976119000.0,14560167101283.4,734344100000.0,0.0,26.4537594940475,35.1994202738836,0.0,0,0.9559975495507972,1,369.43999999999994,296.99
ACLED_CASE_00048,US-China,2020-01,train,34,10,3,24,0,4,-8.125,-4.1625,1.067732348474898,-0.3466666666666667,0.28720256891698753,-0.5600868701569874,0.10815822002472188,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,0.0,0,0.8592553744954691,1,387.94,296.99
ACLED_CASE_00049,US-China,2020-02,train,30,9,2,21,0,0,-10.0,-5.09,1.067732348474898,-0.9,0.28720256891698753,-0.644622766114392,0.10889841591441078,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,0.0,0,0.8293137109890799,1,397.88,296.99
ACLED_CASE_00050,US-China,2020-03,train,35,11,0,24,0,1,-7.5,-3.88,1.067732348474898,-0.7538461538461539,0.28720256891698753,-0.5289432776238132,0.10921865851278381,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,1.0,0,0.8458056124966016,1,393.96,296.99
ACLED_CASE_00051,US-China,2020-04,train,88,6,0,82,0,3,-8.571428571428571,-4.345714285714285,1.067732348474898,-0.24000000000000005,0.28720256891698753,-0.5805234526719218,0.10975595755184514,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,0.0,0,0.99763673870464,1,317.18,296.99
ACLED_CASE_00052,US-China,2020-05,train,75,22,0,53,0,1,-2.5,-1.47,1.067732348474898,-0.8666666666666667,0.28720256891698753,-0.20533129017952306,0.11425111223432738,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,0.0,0,0.9889552646102594,0,248.32,296.99
ACLED_CASE_00053,US-China,2020-06,train,55,15,0,40,0,4,-0.625,-0.48250000000000004,1.067732348474898,-0.51,0.28720256891698753,-0.05673628478043903,0.11761918732040119,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,1.0,0,0.9516579604915756,0,195.94,296.99
ACLED_CASE_00054,US-China,2020-07,train,53,6,0,47,0,6,0.0,-0.06,1.067732348474898,0.09230769230769226,0.28720256891698753,-0.002399971200414714,0.11941679497466369,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,0.0,0,0.9533619707237739,0,151.34,296.99
ACLED_CASE_00055,US-China,2020-08,train,43,15,0,28,0,5,-3.8461538461538463,-2.1130769230769233,1.067732348474898,-0.42857142857142855,0.28720256891698753,-0.30331249921675746,0.12100709127577906,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,2.0,0,0.8863430844455658,0,115.51999999999998,296.99
ACLED_CASE_00056,US-China,2020-09,train,32,8,0,24,0,4,-3.333333333333333,-1.7466666666666666,1.067732348474898,-0.24615384615384617,0.28720256891698753,-0.2620723662449121,0.12184354582376833,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,0.0,0,0.8028487581790977,0,110.34,296.99
ACLED_CASE_00057,US-China,2020-10,train,25,15,0,10,0,1,-7.5,-3.92,1.067732348474898,-0.8117647058823529,0.28720256891698753,-0.5303226230754212,0.12189735284147522,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,1.0,0,0.6881094147131988,0,102.86,296.99
ACLED_CASE_00058,US-China,2020-11,train,14,8,1,6,0,1,-0.9090909090909092,-0.5745454545454546,1.067732348474898,-0.6799999999999999,0.28720256891698753,-0.0773522503432783,0.12147819786027876,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,2.0,0,0.521925784254502,0,105.34,296.99
ACLED_CASE_00059,US-China,2020-12,train,9,7,0,2,0,0,-2.0,-1.11,1.067732348474898,-0.875,0.28720256891698753,-0.1626437355730216,0.12041164905517654,21060473613000.0,14996414166715.1,778397200000.0,0.0,23.4015629969394,34.0389507864581,2.0,0,0.4227085555660655,0,126.3,296.99
ACLED_CASE_00060,US-China,2021-01,train,15,4,0,11,0,4,-2.5,-1.29,0.9530121665660487,0.08888888888888886,0.310651244192304,-0.19826686472465993,0.11899030642118275,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,0.0,1,0.5350699542677888,0,127.52,296.99
ACLED_CASE_00061,US-China,2021-02,train,11,8,0,3,0,1,0.9090909090909092,0.35454545454545455,0.9530121665660487,-0.6799999999999999,0.310651244192304,0.06857156553534646,0.11996617006050354,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,1.0,0,0.43155343830725,0,129.82,296.99
ACLED_CASE_00062,US-China,2021-03,train,29,18,1,11,0,8,-3.75,-2.1750000000000003,0.9530121665660487,-0.3111111111111111,0.310651244192304,-0.30066802946783444,0.12068180339600547,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,6.0,0,0.6957826423875348,0,113.01999999999998,296.99
ACLED_CASE_00063,US-China,2021-04,train,18,12,0,6,0,0,-5.384615384615384,-2.852307692307692,0.9530121665660487,-0.9230769230769231,0.310651244192304,-0.4061892479868707,0.12263353067464706,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,2.0,0,0.5781153282933339,0,113.97999999999999,296.99
ACLED_CASE_00064,US-China,2021-05,train,17,15,1,2,0,0,0.0,-0.16999999999999998,0.9530121665660487,-0.9375,0.310651244192304,-0.0067993450090501825,0.12380456704183201,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,1.0,0,0.5314617884322681,0,104.06,296.99
ACLED_CASE_00065,US-China,2021-06,train,30,25,0,5,0,2,-1.6666666666666665,-1.0833333333333333,0.9530121665660487,-0.8071428571428572,0.310651244192304,-0.14224885153046324,0.12497560340901698,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,0.0,0,0.6815047681912209,0,82.06,296.99
ACLED_CASE_00066,US-China,2021-07,train,15,10,1,5,0,1,-6.0,-3.12,0.9530121665660487,-0.7333333333333334,0.310651244192304,-0.44313193108154514,0.12692733068765857,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,1.0,0,0.5491613354452491,0,73.16,296.99
ACLED_CASE_00067,US-China,2021-08,train,13,10,0,3,0,0,-5.384615384615384,-2.812307692307692,0.9530121665660487,-0.9090909090909091,0.310651244192304,-0.4047110362588257,0.1279682519029341,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,1.0,0,0.4946017456943845,0,67.36,296.99
ACLED_CASE_00068,US-China,2021-09,train,13,10,0,3,0,0,-5.0,-2.62,0.9530121665660487,-0.9090909090909091,0.310651244192304,-0.3797363930670859,0.12881400039034546,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,1.0,0,0.49318904803559316,0,76.36,296.99
ACLED_CASE_00069,US-China,2021-10,train,19,13,0,6,0,0,-6.363636363636363,-3.3118181818181816,0.9530121665660487,-0.9285714285714286,0.310651244192304,-0.46528402268913516,0.12965974887775683,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,0.0,0,0.5950142414885409,0,69.56,296.99
ACLED_CASE_00070,US-China,2021-11,train,9,9,0,0,0,0,-6.0,-3.09,0.9530121665660487,-0.9,0.310651244192304,-0.4420405747985715,0.13089584282089647,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,0.0,0,0.4255056202217745,0,72.46,296.99
ACLED_CASE_00071,US-China,2021-12,train,8,6,0,2,0,0,2.5,1.19,0.9530121665660487,-0.8571428571428571,0.310651244192304,0.1943277750441039,0.13148136100448896,23315080560000.0,18201698719564.0,806230200000.0,0.0,25.6095576621932,36.5206911762676,0.0,0,0.38962366859573305,0,74.28,296.99
ACLED_CASE_00072,US-China,2022-01,train,8,5,0,3,0,1,-7.142857142857143,-3.6414285714285715,0.9554195526302185,-0.5428571428571428,0.3237732980595115,-0.5075575336050734,0.13200182161212673,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,1.0,0,0.43218587369888706,0,75.56,296.99
ACLED_CASE_00073,US-China,2022-02,train,8,6,0,2,0,2,-1.4285714285714284,-0.7942857142857143,0.9554195526302185,-0.4,0.3237732980595115,-0.1168406987781721,0.1325222822197645,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,1.0,0,0.39406585939971867,0,88.06,296.99
ACLED_CASE_00074,US-China,2022-03,train,23,13,0,10,0,8,-5.0,-2.65,0.9554195526302185,-0.15454545454545457,0.3237732980595115,-0.3808567839299217,0.13304274282740225,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,1.0,0,0.6097151666193339,0,80.86,296.99
ACLED_CASE_00075,US-China,2022-04,train,14,8,0,6,0,6,-6.0,-3.08,0.9554195526302185,-0.05333333333333338,0.3237732980595115,-0.4416763524157285,0.1345390670743608,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,0.0,0,0.4880941041576733,0,73.46,296.99
ACLED_CASE_00076,US-China,2022-05,train,10,8,1,2,0,0,-10.0,-5.08,0.9554195526302185,-0.8888888888888888,0.3237732980595115,-0.6443106663665579,0.13544987313772688,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,0.0,0,0.48591961267980877,0,67.56,296.99
ACLED_CASE_00077,US-China,2022-06,train,10,6,0,4,0,2,-7.5,-3.83,0.9554195526302185,-0.4,0.3237732980595115,-0.5272133545609874,0.1361655064732288,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,1.0,0,0.45881606071035325,0,58.34,296.99
ACLED_CASE_00078,US-China,2022-07,train,10,3,0,7,0,6,-10.0,-5.03,0.9554195526302185,0.41999999999999993,0.3237732980595115,-0.6427457843934116,0.136816082232776,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,0.0,0,0.4586518147768075,0,51.86,296.99
ACLED_CASE_00079,US-China,2022-08,train,20,8,0,12,0,7,-1.5789473684210527,-0.8894736842105263,0.9554195526302185,0.025000000000000022,0.3237732980595115,-0.1294427421053929,0.13746665799232322,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,1.0,0,0.5808730379933106,0,35.54,296.99
ACLED_CASE_00080,US-China,2022-09,train,15,7,0,8,0,4,-3.333333333333333,-1.7566666666666666,0.9554195526302185,-0.18333333333333335,0.3237732980595115,-0.26246033963288695,0.1387678095114176,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,1.0,0,0.5201200118960393,0,26.12,296.99
ACLED_CASE_00081,US-China,2022-10,train,6,6,0,0,0,0,0.0,-0.06,0.9554195526302185,-0.8571428571428571,0.3237732980595115,-0.002399971200414714,0.13974367315073838,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,0.0,0,0.36498126975907047,0,23.32,296.99
ACLED_CASE_00082,US-China,2022-11,train,6,3,0,3,0,2,-7.777777777777778,-3.9188888888888886,0.9554195526302185,-0.10000000000000002,0.3237732980595115,-0.5400526064660612,0.1401340186064667,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,0.0,0,0.40392866528522864,0,33.34,296.99
ACLED_CASE_00083,US-China,2022-12,train,1,1,0,0,0,0,-10.0,-5.01,0.9554195526302185,-0.5,0.3237732980595115,-0.6421177901606382,0.14052436406219504,25604848907611.0,18316765021690.2,860692200000.0,0.0,27.3139397355363,37.440719876366,0.0,0,0.34449360769546306,0,41.54,296.99
ACLED_CASE_00084,US-China,2023-01,validation,3,3,0,0,0,0,-10.0,-5.15,0.9575639044840424,-0.75,0.306977610787252,-0.6464892102401951,0.14058942163814975,27292170793214.4,18270356654533.2,916014700000.0,0.0,25.2903297883366,36.1051923691138,6.0,0,0.3677022481735919,0,45.82,296.99
ACLED_CASE_00085,US-China,2023-02,validation,4,4,0,0,0,0,10.0,4.96,0.9575639044840424,-0.8,0.306977610787252,0.6405427165748104,0.13896298223928177,27292170793214.4,18270356654533.2,916014700000.0,0.0,25.2903297883366,36.1051923691138,0.0,0,0.30682958201274607,0,45.82,296.99
