accuracy,precision,recall,f1,roc_auc,brier_score,runtime_per_prediction,explanation_score,noise_level,seed,system
0.8282828282828283,0.78,0.8666666666666667,0.8210526315789474,0.9045267489711933,0.18210379490652437,0.002817467676864871,,0.1,3,MultiAgent_Debate
0.797979797979798,0.7551020408163265,0.8222222222222222,0.7872340425531915,0.8971193415637859,0.1836563703727849,0.0028921888887351896,,0.1,4,MultiAgent_Debate
0.8080808080808081,0.782608695652174,0.8,0.7912087912087912,0.8979423868312757,0.18465238035312398,0.0028345303028552075,,0.1,5,MultiAgent_Debate
0.8080808080808081,0.7708333333333334,0.8222222222222222,0.7956989247311828,0.9024691358024691,0.18301438827765595,0.002717005050744958,,0.1,6,MultiAgent_Debate
0.8080808080808081,0.7708333333333334,0.8222222222222222,0.7956989247311828,0.9016460905349795,0.1816895651294262,0.00282868282845058,,0.1,7,MultiAgent_Debate
0.797979797979798,0.7659574468085106,0.8,0.782608695652174,0.9012345679012346,0.18402072241897904,0.0026714868688555507,,0.1,8,MultiAgent_Debate
0.7878787878787878,0.75,0.8,0.7741935483870968,0.9090534979423869,0.18266729305882407,0.0030598717168337465,,0.1,9,MultiAgent_Debate
0.797979797979798,0.7450980392156863,0.8444444444444444,0.7916666666666666,0.894238683127572,0.18414062440541118,0.0030131333332606993,,0.2,0,MultiAgent_Debate
0.8080808080808081,0.7708333333333334,0.8222222222222222,0.7956989247311828,0.8893004115226337,0.18638504768247233,0.002697333333564915,,0.2,1,MultiAgent_Debate
0.7777777777777778,0.7446808510638298,0.7777777777777778,0.7608695652173914,0.8925925925925926,0.18460066047925927,0.0026981050505128223,,0.2,2,MultiAgent_Debate
0.8181818181818182,0.7647058823529411,0.8666666666666667,0.8125,0.9032921810699588,0.18241655298164974,0.002768847474744873,,0.2,3,MultiAgent_Debate
0.797979797979798,0.7450980392156863,0.8444444444444444,0.7916666666666666,0.8847736625514403,0.18626052647271962,0.0027714050504642966,,0.2,4,MultiAgent_Debate
0.797979797979798,0.7659574468085106,0.8,0.782608695652174,0.8806584362139916,0.18863369665569202,0.0027898717170767606,,0.2,5,MultiAgent_Debate
0.797979797979798,0.7450980392156863,0.8444444444444444,0.7916666666666666,0.8987654320987655,0.18374980925896117,0.0032018515152543326,,0.2,6,MultiAgent_Debate
0.8181818181818182,0.7755102040816326,0.8444444444444444,0.8085106382978723,0.8983539094650205,0.1814281518251257,0.0027780313131289505,,0.2,7,MultiAgent_Debate
0.797979797979798,0.7659574468085106,0.8,0.782608695652174,0.8864197530864197,0.18705230901590164,0.0026074959597014702,,0.2,8,MultiAgent_Debate
0.797979797979798,0.7551020408163265,0.8222222222222222,0.7872340425531915,0.8938271604938272,0.1854138842518121,0.0028485575755687683,,0.2,9,MultiAgent_Debate
0.7676767676767676,0.72,0.8,0.7578947368421053,0.8847736625514404,0.18718002510054593,0.0027340101011272644,,0.3,0,MultiAgent_Debate
0.7878787878787878,0.74,0.8222222222222222,0.7789473684210526,0.8839506172839506,0.1880244088687764,0.002801418181891245,,0.3,1,MultiAgent_Debate
0.7676767676767676,0.72,0.8,0.7578947368421053,0.8810699588477366,0.1882058695901426,0.002770308080939823,,0.3,2,MultiAgent_Debate
0.8080808080808081,0.76,0.8444444444444444,0.8,0.9061728395061728,0.1839956273063203,0.0028449727273475605,,0.3,3,MultiAgent_Debate
0.7777777777777778,0.7169811320754716,0.8444444444444444,0.7755102040816326,0.879835390946502,0.18914563682003926,0.002780130302915385,,0.3,4,MultiAgent_Debate
0.7676767676767676,0.7115384615384616,0.8222222222222222,0.7628865979381443,0.857201646090535,0.19363353088650853,0.0027549282828539332,,0.3,5,MultiAgent_Debate
0.797979797979798,0.7450980392156863,0.8444444444444444,0.7916666666666666,0.8930041152263374,0.18670953301082152,0.0028338070709779833,,0.3,6,MultiAgent_Debate
0.8383838383838383,0.7843137254901961,0.8888888888888888,0.8333333333333334,0.8950617283950617,0.18375975012641402,0.0027311777777886347,,0.3,7,MultiAgent_Debate
0.8080808080808081,0.7708333333333334,0.8222222222222222,0.7956989247311828,0.8781893004115227,0.18971825224478997,0.0026647181816724236,,0.3,8,MultiAgent_Debate
0.8080808080808081,0.75,0.8666666666666667,0.8041237113402062,0.8843621399176955,0.18718682019116703,0.0027694464647217013,,0.3,9,MultiAgent_Debate
0.7474747474747475,0.6923076923076923,0.8,0.7422680412371134,0.8740740740740741,0.19026921966231639,0.0027364636363118836,,0.4,0,MultiAgent_Debate
0.7777777777777778,0.7346938775510204,0.8,0.7659574468085106,0.8765432098765431,0.18935450590038969,0.0026756252523090084,,0.4,1,MultiAgent_Debate
0.7676767676767676,0.7115384615384616,0.8222222222222222,0.7628865979381443,0.8670781893004116,0.19108900694858558,0.0027103646465217357,,0.4,2,MultiAgent_Debate
0.797979797979798,0.7450980392156863,0.8444444444444444,0.7916666666666666,0.8983539094650206,0.18760652085723697,0.0027472979796731687,,0.4,3,MultiAgent_Debate
0.7474747474747475,0.6785714285714286,0.8444444444444444,0.7524752475247525,0.8720164609053498,0.19164902855166763,0.002648772727490833,,0.4,4,MultiAgent_Debate
0.7676767676767676,0.7037037037037037,0.8444444444444444,0.7676767676767676,0.8493827160493826,0.196190592100106,0.002746990909053229,,0.4,5,MultiAgent_Debate
0.7777777777777778,0.7346938775510204,0.8,0.7659574468085106,0.8806584362139918,0.19019570924406315,0.0026441666666116104,,0.4,6,MultiAgent_Debate
0.8181818181818182,0.7547169811320755,0.8888888888888888,0.8163265306122449,0.8888888888888888,0.18574650600870615,0.002751567676780108,,0.4,7,MultiAgent_Debate
0.797979797979798,0.7551020408163265,0.8222222222222222,0.7872340425531915,0.8674897119341565,0.19228531738981705,0.0026801131314255836,,0.4,8,MultiAgent_Debate
0.7676767676767676,0.7115384615384616,0.8222222222222222,0.7628865979381443,0.8802469135802469,0.18971718189912778,0.003023677777923465,,0.4,9,MultiAgent_Debate
